target,split,logloss,method,tau,power,max_days,shrink
S1,interleaved_offset2,0.9534787964601014,inverse,14.0,0.75,21.0,0.0
S1,late7,0.76116518340916,inverse,14.0,0.75,21.0,0.0
S1,interleaved_offset1,0.5994351775510777,inverse,14.0,0.75,21.0,0.03
S1,interleaved_offset2,0.907367517695783,inverse,14.0,0.75,21.0,0.03
S1,late7,0.6277801521978847,inverse,14.0,0.75,21.0,0.03
S1,interleaved_offset1,0.592967253044565,inverse,14.0,0.75,21.0,0.07
S1,interleaved_offset2,0.8981232504767409,inverse,14.0,0.75,21.0,0.07
S1,late7,0.610234494657496,inverse,14.0,0.75,21.0,0.07
S1,interleaved_offset1,0.5859044056847995,inverse,14.0,0.75,21.0,0.12
S1,interleaved_offset2,0.8908077584779569,inverse,14.0,0.75,21.0,0.12
S1,late7,0.5994779696269322,inverse,14.0,0.75,21.0,0.12
S1,interleaved_offset1,0.5891065779956357,inverse,14.0,0.75,35.0,0.0
S1,interleaved_offset2,0.8854609232301014,inverse,14.0,0.75,35.0,0.0
S1,late7,0.5865938528363407,inverse,14.0,0.75,35.0,0.0
S1,interleaved_offset1,0.5856694710563555,inverse,14.0,0.75,35.0,0.03
S1,interleaved_offset2,0.8832925263305433,inverse,14.0,0.75,35.0,0.03
S1,late7,0.5853148322883552,inverse,14.0,0.75,35.0,0.03
S1,interleaved_offset1,0.5814349706952244,inverse,14.0,0.75,35.0,0.07
S1,interleaved_offset2,0.8806397894950105,inverse,14.0,0.75,35.0,0.07
S1,late7,0.5838040163999137,inverse,14.0,0.75,35.0,0.07
S1,interleaved_offset1,0.5766185567297918,inverse,14.0,0.75,35.0,0.12
S1,interleaved_offset2,0.8776556098502551,inverse,14.0,0.75,35.0,0.12
S1,late7,0.5821949663132933,inverse,14.0,0.75,35.0,0.12
S1,interleaved_offset1,0.5602315759286669,inverse,14.0,0.75,56.0,0.0
S1,interleaved_offset2,0.8721544418131599,inverse,14.0,0.75,56.0,0.0
S1,late7,0.5714810134141358,inverse,14.0,0.75,56.0,0.0
S1,interleaved_offset1,0.5588217125201383,inverse,14.0,0.75,56.0,0.03
S1,interleaved_offset2,0.8711033578781708,inverse,14.0,0.75,56.0,0.03
S1,late7,0.5717587860944677,inverse,14.0,0.75,56.0,0.03
S1,interleaved_offset1,0.557031198844047,inverse,14.0,0.75,56.0,0.07
S1,interleaved_offset2,0.8697842967737692,inverse,14.0,0.75,56.0,0.07
S1,late7,0.5721443083622163,inverse,14.0,0.75,56.0,0.07
S1,interleaved_offset1,0.5549290281511919,inverse,14.0,0.75,56.0,0.12
S1,interleaved_offset2,0.8682616982486163,inverse,14.0,0.75,56.0,0.12
S1,late7,0.5726505645052051,inverse,14.0,0.75,56.0,0.12
S1,interleaved_offset1,0.5582958047435412,inverse,14.0,0.75,,0.0
S1,interleaved_offset2,0.8700314073109355,inverse,14.0,0.75,,0.0
S1,late7,0.574371883350767,inverse,14.0,0.75,,0.0
S1,interleaved_offset1,0.5570377467716419,inverse,14.0,0.75,,0.03
S1,interleaved_offset2,0.8690866945023001,inverse,14.0,0.75,,0.03
S1,late7,0.574594064059052,inverse,14.0,0.75,,0.03
S1,interleaved_offset1,0.5554338540454858,inverse,14.0,0.75,,0.07
S1,interleaved_offset2,0.8679048280132837,inverse,14.0,0.75,,0.07
S1,late7,0.5749032084565242,inverse,14.0,0.75,,0.07
S1,interleaved_offset1,0.5535422737166797,inverse,14.0,0.75,,0.12
S1,interleaved_offset2,0.86654642813007,inverse,14.0,0.75,,0.12
S1,late7,0.5753102274550783,inverse,14.0,0.75,,0.12
S1,interleaved_offset1,0.7377977090109944,inverse,14.0,1.0,14.0,0.0
S1,interleaved_offset2,1.1386776518968182,inverse,14.0,1.0,14.0,0.0
S1,late7,1.1980375335508053,inverse,14.0,1.0,14.0,0.0
S1,interleaved_offset1,0.6364187956057457,inverse,14.0,1.0,14.0,0.03
S1,interleaved_offset2,0.9659520330357594,inverse,14.0,1.0,14.0,0.03
S1,late7,0.7600297841145535,inverse,14.0,1.0,14.0,0.03
S1,interleaved_offset1,0.6174999871561521,inverse,14.0,1.0,14.0,0.07
S1,interleaved_offset2,0.9393720483278954,inverse,14.0,1.0,14.0,0.07
S1,late7,0.7071530999235074,inverse,14.0,1.0,14.0,0.07
S1,interleaved_offset1,0.6028712823701002,inverse,14.0,1.0,14.0,0.12
S1,interleaved_offset2,0.9215706265744952,inverse,14.0,1.0,14.0,0.12
S1,late7,0.6743514195688677,inverse,14.0,1.0,14.0,0.12
S1,interleaved_offset1,0.6181126497352601,inverse,14.0,1.0,21.0,0.0
S1,interleaved_offset2,0.9689089255622727,inverse,14.0,1.0,21.0,0.0
S1,late7,0.7646132590323828,inverse,14.0,1.0,21.0,0.0
S1,interleaved_offset1,0.6104388799374649,inverse,14.0,1.0,21.0,0.03
S1,interleaved_offset2,0.9211976323879145,inverse,14.0,1.0,21.0,0.03
S1,late7,0.6312127430229534,inverse,14.0,1.0,21.0,0.03
S1,interleaved_offset1,0.6017634394800089,inverse,14.0,1.0,21.0,0.07
S1,interleaved_offset2,0.9101551437602834,inverse,14.0,1.0,21.0,0.07
S1,late7,0.6136394782244439,inverse,14.0,1.0,21.0,0.07
S1,interleaved_offset1,0.5926523565430262,inverse,14.0,1.0,21.0,0.12
S1,interleaved_offset2,0.9009756502628005,inverse,14.0,1.0,21.0,0.12
S1,late7,0.6028372347108095,inverse,14.0,1.0,21.0,0.12
S1,interleaved_offset1,0.6009712101679157,inverse,14.0,1.0,35.0,0.0
S1,interleaved_offset2,0.9020155618299349,inverse,14.0,1.0,35.0,0.0
S1,late7,0.5926177416162928,inverse,14.0,1.0,35.0,0.0
S1,interleaved_offset1,0.59596706934576,inverse,14.0,1.0,35.0,0.03
S1,interleaved_offset2,0.8982545546990618,inverse,14.0,1.0,35.0,0.03
S1,late7,0.5909482542867993,inverse,14.0,1.0,35.0,0.03
S1,interleaved_offset1,0.5899883696731713,inverse,14.0,1.0,35.0,0.07
S1,interleaved_offset2,0.8937626503945583,inverse,14.0,1.0,35.0,0.07
S1,late7,0.5889886917325903,inverse,14.0,1.0,35.0,0.07
S1,interleaved_offset1,0.583396319701644,inverse,14.0,1.0,35.0,0.12
S1,interleaved_offset2,0.8888222242356425,inverse,14.0,1.0,35.0,0.12
S1,late7,0.5869060838284673,inverse,14.0,1.0,35.0,0.12
S1,interleaved_offset1,0.5759729791628793,inverse,14.0,1.0,56.0,0.0
S1,interleaved_offset2,0.8876266744188034,inverse,14.0,1.0,56.0,0.0
S1,late7,0.5747966730675534,inverse,14.0,1.0,56.0,0.0
S1,interleaved_offset1,0.5732609517690678,inverse,14.0,1.0,56.0,0.03
S1,interleaved_offset2,0.8853196059312771,inverse,14.0,1.0,56.0,0.03
S1,late7,0.5748808324977742,inverse,14.0,1.0,56.0,0.03
S1,interleaved_offset1,0.56988385256922,inverse,14.0,1.0,56.0,0.07
S1,interleaved_offset2,0.8824634267386544,inverse,14.0,1.0,56.0,0.07
S1,late7,0.575019885489431,inverse,14.0,1.0,56.0,0.07
S1,interleaved_offset1,0.56600658228689,inverse,14.0,1.0,56.0,0.12
S1,interleaved_offset2,0.8792121360833931,inverse,14.0,1.0,56.0,0.12
S1,late7,0.5752360410787913,inverse,14.0,1.0,56.0,0.12
S1,interleaved_offset1,0.5740956065443206,inverse,14.0,1.0,,0.0
S1,interleaved_offset2,0.8853307489586267,inverse,14.0,1.0,,0.0
S1,late7,0.5762167900541846,inverse,14.0,1.0,,0.0
S1,interleaved_offset1,0.5715809895606734,inverse,14.0,1.0,,0.03
S1,interleaved_offset2,0.8831362001237454,inverse,14.0,1.0,,0.03
S1,late7,0.5762765406583297,inverse,14.0,1.0,,0.03
S1,interleaved_offset1,0.568433709989519,inverse,14.0,1.0,,0.07
S1,interleaved_offset2,0.8804249780532212,inverse,14.0,1.0,,0.07
S1,late7,0.5763821897761757,inverse,14.0,1.0,,0.07
S1,interleaved_offset1,0.5648004156941496,inverse,14.0,1.0,,0.12
S1,interleaved_offset2,0.8773469157366419,inverse,14.0,1.0,,0.12
S1,late7,0.5765550042336288,inverse,14.0,1.0,,0.12
S1,interleaved_offset1,0.764794428848281,inverse,14.0,1.5,14.0,0.0
S1,interleaved_offset2,1.1650917439798383,inverse,14.0,1.5,14.0,0.0
S1,late7,1.2101801303228936,inverse,14.0,1.5,14.0,0.0
S1,interleaved_offset1,0.6588760725130391,inverse,14.0,1.5,14.0,0.03
S1,interleaved_offset2,0.990124470981936,inverse,14.0,1.5,14.0,0.03
S1,late7,0.7717383386912402,inverse,14.0,1.5,14.0,0.03
S1,interleaved_offset1,0.6356391249526075,inverse,14.0,1.5,14.0,0.07
S1,interleaved_offset2,0.9608264580459078,inverse,14.0,1.5,14.0,0.07
S1,late7,0.7183061889922571,inverse,14.0,1.5,14.0,0.07
S1,interleaved_offset1,0.6170746710988312,inverse,14.0,1.5,14.0,0.12
S1,interleaved_offset2,0.9399973165777777,inverse,14.0,1.5,14.0,0.12
S1,late7,0.6848421531997951,inverse,14.0,1.5,14.0,0.12
S1,interleaved_offset1,0.6566714431959197,inverse,14.0,1.5,21.0,0.0
S1,interleaved_offset2,1.0119039885362513,inverse,14.0,1.5,21.0,0.0
S1,late7,0.7775763809461989,inverse,14.0,1.5,21.0,0.0
S1,interleaved_offset1,0.640994268208215,inverse,14.0,1.5,21.0,0.03
S1,interleaved_offset2,0.9583144494722988,inverse,14.0,1.5,21.0,0.03
S1,late7,0.6437496714369503,inverse,14.0,1.5,21.0,0.03
S1,interleaved_offset1,0.6255321534571565,inverse,14.0,1.5,21.0,0.07
S1,interleaved_offset2,0.9414881634534229,inverse,14.0,1.5,21.0,0.07
S1,late7,0.6256264784153988,inverse,14.0,1.5,21.0,0.07
S1,interleaved_offset1,0.6107385864201652,inverse,14.0,1.5,21.0,0.12
S1,interleaved_offset2,0.9268580087546375,inverse,14.0,1.5,21.0,0.12
S1,late7,0.6141615066242605,inverse,14.0,1.5,21.0,0.12
S1,interleaved_offset1,0.6387578519911419,inverse,14.0,1.5,35.0,0.0
S1,interleaved_offset2,0.9502766589438999,inverse,14.0,1.5,35.0,0.0
S1,late7,0.6117221275175133,inverse,14.0,1.5,35.0,0.0
S1,interleaved_offset1,0.6276257359169808,inverse,14.0,1.5,35.0,0.03
S1,interleaved_offset2,0.940216315949611,inverse,14.0,1.5,35.0,0.03
S1,late7,0.6085856260167756,inverse,14.0,1.5,35.0,0.03
S1,interleaved_offset1,0.6156240948796605,inverse,14.0,1.5,35.0,0.07
S1,interleaved_offset2,0.9293141369548066,inverse,14.0,1.5,35.0,0.07
S1,late7,0.6049910915990873,inverse,14.0,1.5,35.0,0.07
S1,interleaved_offset1,0.6034539983400554,inverse,14.0,1.5,35.0,0.12
S1,interleaved_offset2,0.9181993392934099,inverse,14.0,1.5,35.0,0.12
S1,late7,0.6012250471069364,inverse,14.0,1.5,35.0,0.12
S1,interleaved_offset1,0.6211128252800586,inverse,14.0,1.5,56.0,0.0
S1,interleaved_offset2,0.9371228239660296,inverse,14.0,1.5,56.0,0.0
S1,late7,0.5919188118903395,inverse,14.0,1.5,56.0,0.0
S1,interleaved_offset1,0.6130638993172073,inverse,14.0,1.5,56.0,0.03
S1,interleaved_offset2,0.9294548214795748,inverse,14.0,1.5,56.0,0.03
S1,late7,0.5910292801722495,inverse,14.0,1.5,56.0,0.03
S1,interleaved_offset1,0.6038338643980518,inverse,14.0,1.5,56.0,0.07
S1,interleaved_offset2,0.9206392998766298,inverse,14.0,1.5,56.0,0.07
S1,late7,0.5899480437522522,inverse,14.0,1.5,56.0,0.07
S1,interleaved_offset1,0.5940275300972754,inverse,14.0,1.5,56.0,0.12
S1,interleaved_offset2,0.9112650853466795,inverse,14.0,1.5,56.0,0.12
S1,late7,0.5887516602826905,inverse,14.0,1.5,56.0,0.12
S1,interleaved_offset1,0.6195278079720163,inverse,14.0,1.5,,0.0
S1,interleaved_offset2,0.9352743483276282,inverse,14.0,1.5,,0.0
S1,late7,0.591609956777565,inverse,14.0,1.5,,0.0
S1,interleaved_offset1,0.6118132353324502,inverse,14.0,1.5,,0.03
S1,interleaved_offset2,0.9277118662585755,inverse,14.0,1.5,,0.03
S1,late7,0.5907375209298144,inverse,14.0,1.5,,0.03
S1,interleaved_offset1,0.6028864730662024,inverse,14.0,1.5,,0.07
S1,interleaved_offset2,0.919029520817274,inverse,14.0,1.5,,0.07
S1,late7,0.5896793271957045,inverse,14.0,1.5,,0.07
S1,interleaved_offset1,0.5933349079491766,inverse,14.0,1.5,,0.12
S1,interleaved_offset2,0.9098100257898128,inverse,14.0,1.5,,0.12
S1,late7,0.5885117380794828,inverse,14.0,1.5,,0.12
S1,interleaved_offset1,0.8032404222408476,inverse,14.0,2.0,14.0,0.0
S1,interleaved_offset2,1.2033746840202513,inverse,14.0,2.0,14.0,0.0
S1,late7,1.2307348035091412,inverse,14.0,2.0,14.0,0.0
S1,interleaved_offset1,0.6891240763081159,inverse,14.0,2.0,14.0,0.03
S1,interleaved_offset2,1.0243238505822863,inverse,14.0,2.0,14.0,0.03
S1,late7,0.791107189559786,inverse,14.0,2.0,14.0,0.03
S1,interleaved_offset1,0.6594872366288053,inverse,14.0,2.0,14.0,0.07
S1,interleaved_offset2,0.9903998183565041,inverse,14.0,2.0,14.0,0.07
S1,late7,0.7362283969884068,inverse,14.0,2.0,14.0,0.07
S1,interleaved_offset1,0.6355798465201726,inverse,14.0,2.0,14.0,0.12
S1,interleaved_offset2,0.96475006661475,inverse,14.0,2.0,14.0,0.12
S1,late7,0.7011335265992338,inverse,14.0,2.0,14.0,0.12
S1,interleaved_offset1,0.7096475406652598,inverse,14.0,2.0,21.0,0.0
S1,interleaved_offset2,1.0700043068074678,inverse,14.0,2.0,21.0,0.0
S1,late7,0.7991845235348052,inverse,14.0,2.0,21.0,0.0
S1,interleaved_offset1,0.678747545318684,inverse,14.0,2.0,21.0,0.03
S1,interleaved_offset2,1.0046731249307854,inverse,14.0,2.0,21.0,0.03
S1,late7,0.6641609894338631,inverse,14.0,2.0,21.0,0.03
S1,interleaved_offset1,0.6539147454367603,inverse,14.0,2.0,21.0,0.07
S1,interleaved_offset2,0.9790519384514005,inverse,14.0,2.0,21.0,0.07
S1,late7,0.6445735048897541,inverse,14.0,2.0,21.0,0.07
S1,interleaved_offset1,0.6321541530631857,inverse,14.0,2.0,21.0,0.12
S1,interleaved_offset2,0.9571062704039947,inverse,14.0,2.0,21.0,0.12
S1,late7,0.6314511293642658,inverse,14.0,2.0,21.0,0.12
S1,interleaved_offset1,0.6930869574945998,inverse,14.0,2.0,35.0,0.0
S1,interleaved_offset2,1.0169084684068088,inverse,14.0,2.0,35.0,0.0
S1,late7,0.6410686374103443,inverse,14.0,2.0,35.0,0.0
S1,interleaved_offset1,0.6692853541389361,inverse,14.0,2.0,35.0,0.03
S1,interleaved_offset2,0.993216329253396,inverse,14.0,2.0,35.0,0.03
S1,late7,0.6350516837905994,inverse,14.0,2.0,35.0,0.03
S1,interleaved_offset1,0.6477698848354908,inverse,14.0,2.0,35.0,0.07
S1,interleaved_offset2,0.9719156099164513,inverse,14.0,2.0,35.0,0.07
S1,late7,0.6284535022976783,inverse,14.0,2.0,35.0,0.07
S1,interleaved_offset1,0.6279669449307076,inverse,14.0,2.0,35.0,0.12
S1,interleaved_offset2,0.9522098461672723,inverse,14.0,2.0,35.0,0.12
S1,late7,0.621749231494948,inverse,14.0,2.0,35.0,0.12
S1,interleaved_offset1,0.6813915606761108,inverse,14.0,2.0,56.0,0.0
S1,interleaved_offset2,1.0067324800346058,inverse,14.0,2.0,56.0,0.0
S1,late7,0.6224780900071248,inverse,14.0,2.0,56.0,0.0
S1,interleaved_offset1,0.6614986920884515,inverse,14.0,2.0,56.0,0.03
S1,interleaved_offset2,0.9866611549661355,inverse,14.0,2.0,56.0,0.03
S1,late7,0.6193771670744092,inverse,14.0,2.0,56.0,0.03
S1,interleaved_offset1,0.6422550998422105,inverse,14.0,2.0,56.0,0.07
S1,interleaved_offset2,0.9672202902748639,inverse,14.0,2.0,56.0,0.07
S1,late7,0.6156619648278805,inverse,14.0,2.0,56.0,0.07
S1,interleaved_offset1,0.623944512733596,inverse,14.0,2.0,56.0,0.12
S1,interleaved_offset2,0.9486800498713684,inverse,14.0,2.0,56.0,0.12
S1,late7,0.6115802714972146,inverse,14.0,2.0,56.0,0.12
S1,interleaved_offset1,0.6802021716199724,inverse,14.0,2.0,,0.0
S1,interleaved_offset2,1.0055842739112277,inverse,14.0,2.0,,0.0
S1,late7,0.621703053939981,inverse,14.0,2.0,,0.0
S1,interleaved_offset1,0.6608076146882573,inverse,14.0,2.0,,0.03
S1,interleaved_offset2,0.9856032877786057,inverse,14.0,2.0,,0.03
S1,late7,0.6186331477958517,inverse,14.0,2.0,,0.03
S1,interleaved_offset1,0.6418285111110547,inverse,14.0,2.0,,0.07
S1,interleaved_offset2,0.9662699921442474,inverse,14.0,2.0,,0.07
S1,late7,0.6149593297762783,inverse,14.0,2.0,,0.07
S1,interleaved_offset1,0.6236754571250565,inverse,14.0,2.0,,0.12
S1,interleaved_offset2,0.947846246082885,inverse,14.0,2.0,,0.12
S1,late7,0.610928814102467,inverse,14.0,2.0,,0.12
S2,interleaved_offset1,0.6154959223929405,exp,5.0,1.0,14.0,0.0
S2,interleaved_offset2,0.6726197563444638,exp,5.0,1.0,14.0,0.0
S2,late7,1.4331178283481167,exp,5.0,1.0,14.0,0.0
S2,interleaved_offset1,0.6088045989568557,exp,5.0,1.0,14.0,0.03
S2,interleaved_offset2,0.5861511007244179,exp,5.0,1.0,14.0,0.03
S2,late7,0.9161548234384221,exp,5.0,1.0,14.0,0.03
S2,interleaved_offset1,0.6007802332334763,exp,5.0,1.0,14.0,0.07
S2,interleaved_offset2,0.5732345181316789,exp,5.0,1.0,14.0,0.07
S2,late7,0.845888889949201,exp,5.0,1.0,14.0,0.07
S2,interleaved_offset1,0.5918968418227377,exp,5.0,1.0,14.0,0.12
S2,interleaved_offset2,0.5650568311370063,exp,5.0,1.0,14.0,0.12
S2,late7,0.802523056684286,exp,5.0,1.0,14.0,0.12
S2,interleaved_offset1,0.6106210059091993,exp,5.0,1.0,21.0,0.0
S2,interleaved_offset2,0.6165070709865653,exp,5.0,1.0,21.0,0.0
S2,late7,1.4246192282751096,exp,5.0,1.0,21.0,0.0
S2,interleaved_offset1,0.6046762337925836,exp,5.0,1.0,21.0,0.03
S2,interleaved_offset2,0.574720133808372,exp,5.0,1.0,21.0,0.03
S2,late7,0.9080932587788899,exp,5.0,1.0,21.0,0.03
S2,interleaved_offset1,0.5974093213839576,exp,5.0,1.0,21.0,0.07
S2,interleaved_offset2,0.5654862705760617,exp,5.0,1.0,21.0,0.07
S2,late7,0.8383889933955749,exp,5.0,1.0,21.0,0.07
S2,interleaved_offset1,0.5892274922707672,exp,5.0,1.0,21.0,0.12
S2,interleaved_offset2,0.559267123130816,exp,5.0,1.0,21.0,0.12
S2,late7,0.7956929393299466,exp,5.0,1.0,21.0,0.12
S2,interleaved_offset1,0.6092693507090792,exp,5.0,1.0,35.0,0.0
S2,interleaved_offset2,0.6158148426900656,exp,5.0,1.0,35.0,0.0
S2,late7,1.4265205021526515,exp,5.0,1.0,35.0,0.0
S2,interleaved_offset1,0.6034289879517101,exp,5.0,1.0,35.0,0.03
S2,interleaved_offset2,0.5740940180536473,exp,5.0,1.0,35.0,0.03
S2,late7,0.9099649455445131,exp,5.0,1.0,35.0,0.03
S2,interleaved_offset1,0.5962888814498033,exp,5.0,1.0,35.0,0.07
S2,interleaved_offset2,0.5649384742644034,exp,5.0,1.0,35.0,0.07
S2,late7,0.8402177615740031,exp,5.0,1.0,35.0,0.07
S2,interleaved_offset1,0.5882488264539308,exp,5.0,1.0,35.0,0.12
S2,interleaved_offset2,0.558805158220495,exp,5.0,1.0,35.0,0.12
S2,late7,0.7974643294870728,exp,5.0,1.0,35.0,0.12
S2,interleaved_offset1,0.6091791162581413,exp,5.0,1.0,56.0,0.0
S2,interleaved_offset2,0.6100944547130471,exp,5.0,1.0,56.0,0.0
S2,late7,1.189629322444849,exp,5.0,1.0,56.0,0.0
S2,interleaved_offset1,0.6033492431116676,exp,5.0,1.0,56.0,0.03
S2,interleaved_offset2,0.5739869371676772,exp,5.0,1.0,56.0,0.03
S2,late7,0.907225915524024,exp,5.0,1.0,56.0,0.03
S2,interleaved_offset1,0.596220809274475,exp,5.0,1.0,56.0,0.07
S2,interleaved_offset2,0.5649005110663716,exp,5.0,1.0,56.0,0.07
S2,late7,0.839218623222207,exp,5.0,1.0,56.0,0.07
S2,interleaved_offset1,0.5881929746200102,exp,5.0,1.0,56.0,0.12
S2,interleaved_offset2,0.5587938669379047,exp,5.0,1.0,56.0,0.12
S2,late7,0.797011331830968,exp,5.0,1.0,56.0,0.12
S2,interleaved_offset1,0.6091779820485503,exp,5.0,1.0,,0.0
S2,interleaved_offset2,0.6100936772745339,exp,5.0,1.0,,0.0
S2,late7,1.1853835707135567,exp,5.0,1.0,,0.0
S2,interleaved_offset1,0.6033482144521202,exp,5.0,1.0,,0.03
S2,interleaved_offset2,0.57398628004776,exp,5.0,1.0,,0.03
S2,late7,0.9070798439204807,exp,5.0,1.0,,0.03
S2,interleaved_offset1,0.5962199025376174,exp,5.0,1.0,,0.07
S2,interleaved_offset2,0.5648999285746981,exp,5.0,1.0,,0.07
S2,late7,0.8391591677628674,exp,5.0,1.0,,0.07
S2,interleaved_offset1,0.5881921973373565,exp,5.0,1.0,,0.12
S2,interleaved_offset2,0.5587933655802614,exp,5.0,1.0,,0.12
S2,late7,0.7969796829319737,exp,5.0,1.0,,0.12
S2,interleaved_offset1,0.5898424353553499,exp,7.0,1.0,14.0,0.0
S2,interleaved_offset2,0.6674132026523772,exp,7.0,1.0,14.0,0.0
S2,late7,1.4243995265282077,exp,7.0,1.0,14.0,0.0
S2,interleaved_offset1,0.5852781793134242,exp,7.0,1.0,14.0,0.03
S2,interleaved_offset2,0.5816565494799626,exp,7.0,1.0,14.0,0.03
S2,late7,0.907739596224421,exp,7.0,1.0,14.0,0.03
S2,interleaved_offset1,0.5796837650711271,exp,7.0,1.0,14.0,0.07
S2,interleaved_offset2,0.5695626745775884,exp,7.0,1.0,14.0,0.07
S2,late7,0.8378711910894201,exp,7.0,1.0,14.0,0.07
S2,interleaved_offset1,0.5733737668022449,exp,7.0,1.0,14.0,0.12
S2,interleaved_offset2,0.5622488785098249,exp,7.0,1.0,14.0,0.12
S2,late7,0.7949920709517708,exp,7.0,1.0,14.0,0.12
S2,interleaved_offset1,0.5843282310990487,exp,7.0,1.0,21.0,0.0
S2,interleaved_offset2,0.6060718691723527,exp,7.0,1.0,21.0,0.0
S2,late7,1.419805064642413,exp,7.0,1.0,21.0,0.0
S2,interleaved_offset1,0.5804266176680756,exp,7.0,1.0,21.0,0.03
S2,interleaved_offset2,0.5665543468853529,exp,7.0,1.0,21.0,0.03
S2,late7,0.9034199467424899,exp,7.0,1.0,21.0,0.03
S2,interleaved_offset1,0.5755780822973535,exp,7.0,1.0,21.0,0.07
S2,interleaved_offset2,0.5590930588197474,exp,7.0,1.0,21.0,0.07
S2,late7,0.8339026654766483,exp,7.0,1.0,21.0,0.07
S2,interleaved_offset1,0.5700318096953543,exp,7.0,1.0,21.0,0.12
S2,interleaved_offset2,0.5543376309252012,exp,7.0,1.0,21.0,0.12
S2,late7,0.7914391103148528,exp,7.0,1.0,21.0,0.12
S2,interleaved_offset1,0.5807561684442187,exp,7.0,1.0,35.0,0.0
S2,interleaved_offset2,0.6056006948437945,exp,7.0,1.0,35.0,0.0
S2,late7,1.4228161056727209,exp,7.0,1.0,35.0,0.0
S2,interleaved_offset1,0.5771193010348413,exp,7.0,1.0,35.0,0.03
S2,interleaved_offset2,0.5661512159004856,exp,7.0,1.0,35.0,0.03
S2,late7,0.9064060181869018,exp,7.0,1.0,35.0,0.03
S2,interleaved_offset1,0.5725954605546626,exp,7.0,1.0,35.0,0.07
S2,interleaved_offset2,0.5587726545798403,exp,7.0,1.0,35.0,0.07
S2,late7,0.8368488173278522,exp,7.0,1.0,35.0,0.07
S2,interleaved_offset1,0.5674157147078526,exp,7.0,1.0,35.0,0.12
S2,interleaved_offset2,0.5541100198788,exp,7.0,1.0,35.0,0.12
S2,late7,0.7943266295341519,exp,7.0,1.0,35.0,0.12
S2,interleaved_offset1,0.5802984189354738,exp,7.0,1.0,56.0,0.0
S2,interleaved_offset2,0.5809464465118143,exp,7.0,1.0,56.0,0.0
S2,late7,0.9920324926627029,exp,7.0,1.0,56.0,0.0
S2,interleaved_offset1,0.5767106203338485,exp,7.0,1.0,56.0,0.03
S2,interleaved_offset2,0.5650851760126802,exp,7.0,1.0,56.0,0.03
S2,late7,0.8820669276621077,exp,7.0,1.0,56.0,0.03
S2,interleaved_offset1,0.5722448931022445,exp,7.0,1.0,56.0,0.07
S2,interleaved_offset2,0.558378922360449,exp,7.0,1.0,56.0,0.07
S2,late7,0.826691084631674,exp,7.0,1.0,56.0,0.07
S2,interleaved_offset1,0.5671283375803227,exp,7.0,1.0,56.0,0.12
S2,interleaved_offset2,0.5539662131225772,exp,7.0,1.0,56.0,0.12
S2,late7,0.7891118607200358,exp,7.0,1.0,56.0,0.12
S2,interleaved_offset1,0.5802812042958971,exp,7.0,1.0,,0.0
S2,interleaved_offset2,0.5809384419780321,exp,7.0,1.0,,0.0
S2,late7,0.9842909374288086,exp,7.0,1.0,,0.0
S2,interleaved_offset1,0.5766948493794843,exp,7.0,1.0,,0.03
S2,interleaved_offset2,0.5650780589894581,exp,7.0,1.0,,0.03
S2,late7,0.8800283429062007,exp,7.0,1.0,,0.03
S2,interleaved_offset1,0.5722308642787238,exp,7.0,1.0,,0.07
S2,interleaved_offset2,0.5583726264263931,exp,7.0,1.0,,0.07
S2,late7,0.8257228733725597,exp,7.0,1.0,,0.07
S2,interleaved_offset1,0.5671162377901089,exp,7.0,1.0,,0.12
S2,interleaved_offset2,0.5539608431768427,exp,7.0,1.0,,0.12
S2,late7,0.7885656433262895,exp,7.0,1.0,,0.12
S2,interleaved_offset1,0.5732185876573248,exp,10.0,1.0,14.0,0.0
S2,interleaved_offset2,0.6651570420080871,exp,10.0,1.0,14.0,0.0
S2,late7,1.4193769650506987,exp,10.0,1.0,14.0,0.0
S2,interleaved_offset1,0.5697747393677107,exp,10.0,1.0,14.0,0.03
S2,interleaved_offset2,0.5797214018841595,exp,10.0,1.0,14.0,0.03
S2,late7,0.9028281191161418,exp,10.0,1.0,14.0,0.03
S2,interleaved_offset1,0.5655280361756044,exp,10.0,1.0,14.0,0.07
S2,interleaved_offset2,0.5680112090089323,exp,10.0,1.0,14.0,0.07
S2,late7,0.8331114823119805,exp,10.0,1.0,14.0,0.07
S2,interleaved_offset1,0.5607160687394118,exp,10.0,1.0,14.0,0.12
S2,interleaved_offset2,0.5611143853799317,exp,10.0,1.0,14.0,0.12
S2,late7,0.7904276117903527,exp,10.0,1.0,14.0,0.12
S2,interleaved_offset1,0.567591043345616,exp,10.0,1.0,21.0,0.0
S2,interleaved_offset2,0.6003322331800273,exp,10.0,1.0,21.0,0.0
S2,late7,1.418744891613035,exp,10.0,1.0,21.0,0.0
S2,interleaved_offset1,0.564779341854283,exp,10.0,1.0,21.0,0.03
S2,interleaved_offset2,0.5618760592218025,exp,10.0,1.0,21.0,0.03
S2,late7,0.9023249134266662,exp,10.0,1.0,21.0,0.03
S2,interleaved_offset1,0.5612750438943098,exp,10.0,1.0,21.0,0.07
S2,interleaved_offset2,0.5554075213721995,exp,10.0,1.0,21.0,0.07
S2,late7,0.8327666010487429,exp,10.0,1.0,21.0,0.07
